Segment,Billing_Class,Site_Billing_Status,Site_Status,Consumption,Value_Unbilled,Billing_Frequency,UnbilledDays,RootCause,Voice_Attempt,target
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,93.22,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,76.47,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,76.47,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,93.22,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6114,387.68,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6114,387.68,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6429,421.67,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,6429,421.67,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,56,94.51,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,56,94.51,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,56,77.96,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,56,77.96,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Not assigned,Dirty,33359,1911.97,Q,202,Impl Perm Est,,0
Others,Small and Medium Enterprises,Not assigned,Dirty,33359,1911.97,Q,202,Impl Perm Est,,0
Others,Small and Medium Enterprises,Not assigned,Dirty,33578,1808.77,Q,172,Impl Perm Est,,0
Others,Small and Medium Enterprises,Not assigned,Dirty,33578,1808.77,Q,172,Impl Perm Est,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,33578,1632.23,Q,141,Impl Perm Est,,0
Others,Small and Medium Enterprises,Not assigned,Dirty,33578,1808,Q,172,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5529,388.52,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,5276,354.84,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,5276,354.84,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5529,388.52,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2356,186.8,M,166,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1974,154.9,M,136,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2356,186.8,M,166,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1974,154.9,M,136,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1974,154.9,M,136,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,219,106.14,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,188,88.13,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,188,88.13,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,188,88.13,Q,144,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,3484,219.01,Q,134,Implausible,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,85.55,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,70.19,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,70.19,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,85.55,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,75.68,Q,136,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,75.68,Q,136,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,92.38,Q,166,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,92.38,Q,166,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4546,265.56,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4546,265.56,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4766,290.14,Q,173,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4546,265.56,Q,143,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,4766,290.14,Q,173,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,21114,994.57,Q,177,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,21114,994.57,Q,177,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20106,935.2,Q,147,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20106,935.2,Q,147,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,20106,935.2,Q,147,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,22,195.82,Q,157,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,22,195.82,Q,157,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,22,159.31,Q,127,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,167,38.81,Q,57,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,167,38.81,Q,57,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,167,38.81,Q,57,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7721,403.57,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,8162,438.85,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7721,403.57,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,8162,438.85,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,14212,787.25,Q,150,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4655,252.15,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1440,138.49,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,17616,876.8,Q,142,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,17616,876.8,Q,142,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,31.64,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,31.64,Q,167,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,10.55,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,10.55,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,313,97.33,Q,151,No Root Cause Match,,0
Others,Small and Medium Enterprises,Not assigned,Dirty,14990.435,299.81,Q,159,No Root Cause Match,,0
Others,Small and Medium Enterprises,Not assigned,Dirty,14990.435,299.81,Q,159,No Root Cause Match,,0
Others,Small and Medium Enterprises,Not assigned,Clean,12162.05,243.24,Q,129,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,557,113.66,Q,130,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,17906,1022.61,Q,160,Implausible,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,19923,5744,Q,,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2351,188.3,Q,159,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,2351,188.3,Q,159,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,2195,164.99,Q,129,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6880,401.43,Q,129,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1616,140.21,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3543,234.57,Q,151,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,3543,234.57,Q,151,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7335,401.04,Q,158,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,6933,367.14,Q,128,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7335,401.04,Q,158,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4065,261.03,M,88,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4065,261.03,M,88,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4065,261.03,M,88,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,161833,6822.4,Q,381,Outsort,Voice Call Done,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,17895,897.96,Q,138,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,19442,991,Q,169,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,317748,13553.8,Q,155,No Root Cause Match,Voice Call Done,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,26278,1187.55,Q,129,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,10691,523.17,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,85.4,Q,153,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,85.4,Q,153,Impl Perm Est,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,68709,10392.73,M,,Implausible,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,1196,121.41,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7227,386.44,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7672,421.91,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7227,386.44,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7227,386.44,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7672,421.91,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,8119,490.22,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,97.65,Q,177,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,97.65,Q,177,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,81.1,Q,147,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,81.1,Q,147,EMMA,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,81.1,Q,147,EMMA,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,663,113.67,Q,155,No Root Cause Match,,1
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,90,3.61,Q,200,Implausible,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,89,96.16,Q,166,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,89,79.46,Q,136,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,89,79.46,Q,136,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,89,96.16,Q,166,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,0,Q,139,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,39828,1767.34,Q,137,Implausible,,1
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,6145,333.96,Q,138,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,27.59,Q,154,Outsort,,0
Small Enterprise,Small and Medium Enterprises,Dead - Billed & Stop,Clean,68486,2919.15,Q,134,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,331.67,Q,885,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,348.37,Q,915,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,331.67,Q,885,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,348.37,Q,915,Implausible,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,17058.6,Q,,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,331.67,Q,885,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,13771,818.36,Q,423,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,11912,705.74,Q,362,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,14118,849.65,Q,453,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,14118,849.65,Q,453,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,13771,818.36,Q,423,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,13771,818.36,Q,423,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,90303,4038.64,Q,1511,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,82.03,Q,157,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,82.03,Q,157,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,66.36,Q,127,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,115.86,Q,210,Impl Perm Est,,0
Medium Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,8145.66,Q,,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,132.41,Q,240,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,115.86,Q,210,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,115.86,Q,210,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,132.41,Q,240,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,4191,254.72,Q,139,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,33.78,Q,144,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,33.78,Q,144,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,53.65,Q,174,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,53.65,Q,174,Outsort,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,33.78,Q,144,Outsort,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,1888,179.33,Q,154,No Root Cause Match,,1
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,83.86,Q,152,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,83.86,Q,152,Implausible,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,14036,758.11,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7465,411.4,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7192,385.06,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7192,385.06,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,7465,411.4,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,7192,385.06,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5718,443.32,M,371,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5718,443.32,M,371,Impl Perm Est,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5624,7623.15,M,,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,5718,443.32,M,371,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,9359,543.23,Q,150,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15964,774.13,Q,184,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15116,722.45,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15116,722.45,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15964,774.13,Q,184,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,15116,722.45,Q,154,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,75.58,Q,137,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,89.04,Q,160,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,89.04,Q,160,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,0,72.35,Q,130,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,159.99,Q,290,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,143.44,Q,260,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,143.44,Q,260,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,143.44,Q,260,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,0,87.17,Q,158,Impl Perm Est,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,76074,2960.32,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,76074,2960,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Dirty,79760,3120.34,Q,174,No Root Cause Match,,0
Others,Small and Medium Enterprises,Live - Billed & Stop,Clean,76074,2960.32,Q,144,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,1000,79.65,M,1224,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,1000,79.65,M,1194,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,1000,79.65,M,1194,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,1000,79.65,M,1194,No Root Cause Match,,0
Others,Small and Medium Enterprises,Dead - Billed & Stop,Dirty,1000,79.65,M,1224,No Root Cause Match,,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Clean,28770,1124.62,Q,132,EMMA,Voice Call Done,0
Small Enterprise,Small and Medium Enterprises,Live - Billed & Stop,Dirty,14810,1098.61,Q,1827,Implausible,,0
